,counts,year,month,day,hour,minute
0,0.803030303030303,2023,10,10,17,43
1,0.015151515151515152,2023,12,13,20,51
2,0.015151515151515152,2023,12,12,12,59
3,0.015151515151515152,2023,12,10,13,40
4,0.015151515151515152,2023,12,10,1,21
5,0.030303030303030304,2023,12,9,2,56
6,0.015151515151515152,2023,12,8,14,26
7,0.015151515151515152,2023,12,7,20,46
8,0.030303030303030304,2023,12,6,17,19
9,0.015151515151515152,2023,12,4,1,40
10,0.015151515151515152,2023,12,3,22,36
11,0.045454545454545456,2023,12,1,11,11
12,0.06060606060606061,2023,11,25,18,40
13,0.015151515151515152,2023,11,25,12,26
14,0.015151515151515152,2023,11,25,9,50
15,0.015151515151515152,2023,11,25,7,36
16,0.030303030303030304,2023,11,23,13,28
17,0.015151515151515152,2023,11,20,4,27
18,0.015151515151515152,2023,11,19,14,11
19,0.015151515151515152,2023,11,18,11,6
20,0.015151515151515152,2023,11,16,20,5
21,0.015151515151515152,2023,11,16,1,29
22,0.015151515151515152,2023,11,15,17,15
23,0.015151515151515152,2023,11,14,17,40
24,0.015151515151515152,2023,11,14,5,6
25,0.015151515151515152,2023,11,13,17,8
26,0.045454545454545456,2023,11,13,16,33
27,0.015151515151515152,2023,11,13,12,5
28,0.015151515151515152,2023,11,13,0,51
29,0.030303030303030304,2023,11,13,0,36
30,0.015151515151515152,2023,11,12,18,32
31,0.015151515151515152,2023,11,12,17,21
32,0.030303030303030304,2023,11,12,6,8
33,0.015151515151515152,2023,11,12,1,49
34,0.030303030303030304,2023,11,12,1,44
35,0.015151515151515152,2023,11,11,23,21
36,0.07575757575757576,2023,11,11,16,35
37,0.030303030303030304,2023,11,11,4,25
38,0.030303030303030304,2023,11,11,4,25
39,0.045454545454545456,2023,11,10,19,23
40,0.030303030303030304,2023,11,10,14,5
41,0.045454545454545456,2023,11,10,12,33
42,0.030303030303030304,2023,11,9,9,44
43,0.045454545454545456,2023,11,8,20,34
44,0.030303030303030304,2023,11,8,14,25
45,0.015151515151515152,2023,11,8,13,52
46,0.045454545454545456,2023,11,8,12,18
47,0.045454545454545456,2023,11,8,10,48
48,0.030303030303030304,2023,11,6,19,8
49,0.030303030303030304,2023,11,6,8,34
50,0.015151515151515152,2023,11,4,6,21
51,0.015151515151515152,2023,11,4,1,51
52,0.015151515151515152,2023,11,3,17,43
53,0.015151515151515152,2023,11,2,15,30
54,0.015151515151515152,2023,11,24,21,41
55,0.015151515151515152,2023,10,22,17,39
56,0.015151515151515152,2023,10,11,22,5
57,0.015151515151515152,2023,9,25,11,16
58,0.015151515151515152,2023,9,13,15,27
59,0.015151515151515152,2023,7,17,21,27
60,0.015151515151515152,2023,7,14,17,10
61,0.015151515151515152,2023,6,15,5,9
62,0.015151515151515152,2023,5,12,0,29
63,0.09090909090909091,2023,5,3,18,51
64,0.030303030303030304,2023,4,28,14,13
65,0.015151515151515152,2023,4,25,5,25
66,0.13636363636363635,2023,4,18,12,16
67,0.030303030303030304,2023,4,10,16,47
68,0.10606060606060606,2023,3,29,22,28
69,0.13636363636363635,2023,3,26,11,6
70,0.015151515151515152,2023,3,15,2,55
71,0.015151515151515152,2023,2,27,13,17
72,0.015151515151515152,2023,2,25,2,5
73,0.030303030303030304,2023,1,29,14,10
74,0.030303030303030304,2022,12,23,11,30
75,0.015151515151515152,2022,11,26,17,19
76,0.015151515151515152,2022,10,12,14,23
77,0.015151515151515152,2022,9,29,12,44
78,0.015151515151515152,2022,9,26,10,50
79,0.803030303030303,2022,8,28,4,40
80,0.015151515151515152,2022,7,26,7,23
81,0.5757575757575758,2022,7,26,5,35
82,0.015151515151515152,2022,7,23,18,2
83,0.07575757575757576,2022,6,27,7,16
84,0.18181818181818182,2022,5,27,0,15
85,0.015151515151515152,2022,5,24,14,45
86,0.19696969696969696,2022,5,21,15,52
87,0.015151515151515152,2022,5,11,12,56
88,0.015151515151515152,2022,5,5,17,0
89,0.10606060606060606,2022,3,9,6,47
90,0.045454545454545456,2022,3,1,15,9
91,0.015151515151515152,2022,3,1,15,8
92,0.015151515151515152,2022,2,28,13,29
93,0.015151515151515152,2022,1,14,1,0
94,0.06060606060606061,2021,12,18,12,39
95,0.07575757575757576,2021,12,14,10,46
96,0.015151515151515152,2021,12,14,9,24
97,0.045454545454545456,2021,12,3,11,56
98,0.24242424242424243,2021,9,25,6,43
99,0.030303030303030304,2021,9,25,4,36
100,0.030303030303030304,2023,12,13,9,40
101,0.06060606060606061,2023,12,10,18,54
102,0.015151515151515152,2023,12,8,12,34
103,0.015151515151515152,2023,12,4,16,48
104,0.015151515151515152,2023,12,2,19,58
105,0.015151515151515152,2023,12,2,7,5
106,0.015151515151515152,2023,12,2,6,46
107,0.030303030303030304,2023,12,1,5,7
108,0.045454545454545456,2023,12,1,5,0
109,0.045454545454545456,2023,11,30,10,37
110,0.015151515151515152,2023,11,29,14,41
111,0.10606060606060606,2023,11,29,5,43
112,0.030303030303030304,2023,11,27,3,46
113,0.015151515151515152,2023,11,26,0,46
114,0.015151515151515152,2023,11,25,18,25
115,0.030303030303030304,2023,11,25,16,25
116,0.015151515151515152,2023,11,25,9,51
117,0.030303030303030304,2023,11,24,11,42
118,0.030303030303030304,2023,11,21,1,57
119,0.030303030303030304,2023,11,19,20,20
120,0.015151515151515152,2023,11,19,17,51
121,0.030303030303030304,2023,11,19,15,26
122,0.015151515151515152,2023,11,13,22,55
123,0.015151515151515152,2023,11,13,7,58
124,0.015151515151515152,2023,11,13,3,14
125,0.015151515151515152,2023,11,12,6,47
126,0.030303030303030304,2023,11,12,0,47
127,0.015151515151515152,2023,11,11,18,26
128,0.030303030303030304,2023,11,11,9,30
129,0.030303030303030304,2023,11,10,9,1
130,0.015151515151515152,2023,11,10,1,46
131,0.030303030303030304,2023,11,9,10,2
132,0.015151515151515152,2023,12,8,10,35
133,0.07575757575757576,2023,12,6,1,6
134,0.06060606060606061,2023,11,17,10,48
135,0.015151515151515152,2023,11,10,14,29
136,0.015151515151515152,2023,11,9,20,17
137,0.12121212121212122,2023,10,26,10,49
138,0.015151515151515152,2023,10,18,6,55
139,0.015151515151515152,2023,10,10,1,21
140,0.030303030303030304,2023,10,8,3,24
141,0.13636363636363635,2023,9,29,21,39
142,0.015151515151515152,2023,9,28,23,35
143,0.10606060606060606,2023,9,25,23,53
144,0.045454545454545456,2023,9,23,16,14
145,0.045454545454545456,2023,9,23,1,19
146,0.06060606060606061,2023,9,22,15,38
147,0.10606060606060606,2023,9,18,4,23
148,0.07575757575757576,2023,9,7,21,13
149,0.3787878787878788,2023,9,5,18,48
150,0.045454545454545456,2023,9,5,4,38
151,0.015151515151515152,2023,9,5,4,38
152,0.015151515151515152,2023,9,2,15,10
153,0.030303030303030304,2023,8,30,19,19
154,0.07575757575757576,2023,8,28,22,28
155,1.0,2023,8,27,10,8
156,0.21212121212121213,2023,8,26,1,37
157,0.015151515151515152,2023,8,22,23,24
158,0.07575757575757576,2023,8,21,6,19
159,0.015151515151515152,2023,8,21,4,46
160,0.045454545454545456,2023,8,21,4,46
161,0.5757575757575758,2023,8,17,21,57
162,0.045454545454545456,2023,8,17,1,29
163,0.045454545454545456,2023,8,16,13,39
164,0.015151515151515152,2023,8,12,4,25
165,0.13636363636363635,2023,8,5,12,35
166,0.030303030303030304,2023,7,30,22,33
167,0.030303030303030304,2023,7,27,8,20
168,0.16666666666666666,2023,7,27,6,47
169,0.10606060606060606,2023,7,26,20,5
170,0.5909090909090909,2023,10,10,18,2
171,0.015151515151515152,2023,12,13,12,15
172,0.015151515151515152,2023,12,8,20,29
173,0.015151515151515152,2023,11,24,7,31
174,0.030303030303030304,2023,11,21,13,48
175,0.030303030303030304,2023,11,19,15,11
176,0.015151515151515152,2023,11,19,1,34
177,0.015151515151515152,2023,11,14,21,46
178,0.015151515151515152,2023,11,13,8,24
179,0.015151515151515152,2023,11,12,21,50
180,0.015151515151515152,2023,11,12,21,21
181,0.015151515151515152,2023,11,12,19,54
182,0.015151515151515152,2023,11,11,6,29
183,0.030303030303030304,2023,11,10,13,42
184,0.015151515151515152,2023,11,10,8,0
185,0.015151515151515152,2023,11,9,0,46
186,0.015151515151515152,2023,11,6,16,2
187,0.015151515151515152,2023,11,6,8,12
188,0.015151515151515152,2023,11,2,3,29
189,0.015151515151515152,2023,10,23,18,55
190,0.6212121212121212,2022,2,23,1,36
191,0.015151515151515152,2023,11,11,10,27
192,0.015151515151515152,2023,11,8,22,42
193,0.030303030303030304,2023,8,29,4,40
194,0.015151515151515152,2023,7,10,11,42
195,0.015151515151515152,2023,7,5,18,32
196,0.015151515151515152,2023,6,5,2,33
197,0.24242424242424243,2023,4,28,17,39
198,0.015151515151515152,2023,3,21,3,8
199,0.015151515151515152,2023,3,20,3,50
200,0.015151515151515152,2023,1,27,11,30
201,0.015151515151515152,2023,1,26,9,2
202,0.015151515151515152,2022,12,25,2,44
203,0.030303030303030304,2022,12,15,16,46
204,0.015151515151515152,2022,12,9,2,14
205,0.015151515151515152,2022,12,7,2,16
206,0.015151515151515152,2022,12,4,9,30
207,0.015151515151515152,2022,11,18,11,45
208,0.015151515151515152,2022,11,4,19,14
209,0.015151515151515152,2022,10,23,15,58
210,0.030303030303030304,2022,10,14,20,21
211,0.015151515151515152,2022,10,12,16,28
212,0.015151515151515152,2022,10,12,16,22
213,0.015151515151515152,2022,9,25,10,54
214,0.015151515151515152,2022,9,23,16,23
215,0.015151515151515152,2022,9,22,18,37
216,0.030303030303030304,2022,9,22,16,38
217,0.015151515151515152,2022,9,22,13,45
218,0.10606060606060606,2022,9,18,19,28
219,0.015151515151515152,2022,9,17,22,0
220,0.015151515151515152,2022,9,17,13,16
221,0.015151515151515152,2022,9,17,11,56
222,0.015151515151515152,2022,9,14,10,22
223,0.030303030303030304,2022,8,26,3,16
224,0.18181818181818182,2022,8,25,0,13
225,0.015151515151515152,2022,8,24,12,56
226,0.015151515151515152,2022,8,20,5,2
227,0.09090909090909091,2022,8,17,6,19
228,0.015151515151515152,2023,8,25,20,47
229,0.015151515151515152,2023,8,3,5,0
230,0.045454545454545456,2023,7,31,20,24
231,0.015151515151515152,2023,7,5,22,8
232,0.015151515151515152,2023,7,5,21,3
233,0.045454545454545456,2023,6,5,12,19
234,0.015151515151515152,2023,6,4,6,46
235,0.015151515151515152,2023,5,27,20,52
236,0.015151515151515152,2023,5,25,11,56
237,0.015151515151515152,2023,5,24,14,53
238,0.015151515151515152,2023,5,22,4,16
239,0.015151515151515152,2023,5,21,13,39
240,0.030303030303030304,2023,5,21,13,29
241,0.10606060606060606,2023,5,21,10,15
242,0.015151515151515152,2023,5,21,2,13
243,0.030303030303030304,2023,5,20,19,9
244,0.015151515151515152,2023,5,20,16,40
245,0.030303030303030304,2023,5,20,15,25
246,0.045454545454545456,2023,5,20,12,34
247,0.015151515151515152,2023,5,20,11,26
248,0.015151515151515152,2023,5,20,10,42
249,0.030303030303030304,2023,5,20,9,26
250,0.030303030303030304,2023,5,20,7,26
251,0.24242424242424243,2023,10,10,17,46
252,0.030303030303030304,2023,12,9,4,51
253,0.030303030303030304,2023,12,4,7,13
254,0.015151515151515152,2023,12,2,3,51
255,0.030303030303030304,2023,11,25,7,37
256,0.015151515151515152,2023,11,18,21,54
257,0.015151515151515152,2023,11,17,2,33
258,0.015151515151515152,2023,11,12,1,34
259,0.015151515151515152,2023,11,11,23,9
260,0.015151515151515152,2023,11,9,14,52
261,0.030303030303030304,2023,11,6,20,11
262,0.030303030303030304,2023,10,30,19,50
263,0.015151515151515152,2023,10,24,11,31
264,0.015151515151515152,2023,10,17,11,56
265,0.030303030303030304,2023,10,17,2,28
266,0.015151515151515152,2023,10,16,8,20
267,0.030303030303030304,2023,10,15,3,41
268,0.015151515151515152,2023,10,13,14,59
269,0.030303030303030304,2023,10,3,23,22
270,0.030303030303030304,2023,10,2,11,41
271,0.015151515151515152,2023,9,29,20,45
272,0.19696969696969696,2023,9,24,13,36
273,0.030303030303030304,2023,9,19,0,56
274,0.030303030303030304,2023,9,17,7,45
275,0.030303030303030304,2023,9,16,0,56
276,0.12121212121212122,2023,9,13,13,42
277,0.015151515151515152,2023,9,8,23,35
278,0.07575757575757576,2023,9,6,21,7
279,0.07575757575757576,2023,8,27,15,21
280,0.22727272727272727,2023,8,20,7,33
281,0.7272727272727273,2023,8,17,7,12
282,0.06060606060606061,2023,8,12,7,27
283,0.030303030303030304,2023,8,8,16,12
284,0.06060606060606061,2023,8,5,7,8
285,0.12121212121212122,2023,8,3,14,18
286,0.015151515151515152,2023,8,1,23,30
287,0.06060606060606061,2023,8,1,21,42
288,0.12121212121212122,2023,7,30,18,33
289,0.015151515151515152,2023,7,30,18,14
290,0.030303030303030304,2023,7,30,13,8
291,0.015151515151515152,2023,7,30,2,42
292,0.045454545454545456,2023,7,29,9,12
293,0.07575757575757576,2023,7,28,10,57
294,0.045454545454545456,2023,7,27,15,55
295,0.06060606060606061,2023,7,27,15,25
296,0.030303030303030304,2023,7,27,11,17
297,0.030303030303030304,2023,7,26,9,58
298,0.045454545454545456,2023,7,26,3,50
299,0.06060606060606061,2023,7,26,3,37
300,0.045454545454545456,2023,7,24,22,50
301,0.045454545454545456,2023,7,23,13,37
302,0.015151515151515152,2023,7,23,5,36
303,0.015151515151515152,2023,10,10,11,47
304,0.045454545454545456,2023,9,27,15,42
305,0.015151515151515152,2023,9,16,2,57
306,0.015151515151515152,2023,9,15,17,45
307,0.045454545454545456,2023,9,8,14,28
308,0.015151515151515152,2023,8,22,16,49
309,0.015151515151515152,2023,8,6,16,19
310,0.030303030303030304,2023,8,5,3,42
311,0.07575757575757576,2023,8,4,13,9
312,0.13636363636363635,2023,7,29,17,44
313,0.015151515151515152,2023,7,28,8,54
314,0.015151515151515152,2023,7,28,4,7
315,0.06060606060606061,2023,7,28,2,46
316,0.015151515151515152,2023,7,27,23,40
317,0.015151515151515152,2023,7,26,18,32
318,0.19696969696969696,2023,7,26,18,30
319,0.9242424242424242,2023,7,26,12,50
320,0.015151515151515152,2023,7,20,14,0
321,0.10606060606060606,2023,7,19,14,7
322,0.015151515151515152,2023,7,18,13,0
323,0.015151515151515152,2023,7,18,8,11
324,0.015151515151515152,2023,7,17,23,1
325,0.030303030303030304,2023,7,17,2,2
326,0.030303030303030304,2023,7,17,2,0
327,0.24242424242424243,2023,7,15,2,1
328,0.015151515151515152,2023,7,14,19,11
329,0.19696969696969696,2023,7,14,12,39
330,0.015151515151515152,2023,7,14,8,40
331,0.3333333333333333,2023,7,14,5,24
332,0.015151515151515152,2023,7,13,22,15
333,0.015151515151515152,2023,7,13,18,14
334,0.07575757575757576,2023,7,13,15,18
335,0.030303030303030304,2023,12,3,3,20
336,0.015151515151515152,2023,12,2,22,58
337,0.015151515151515152,2023,12,2,13,25
338,0.015151515151515152,2023,11,26,9,51
339,0.030303030303030304,2023,11,25,17,35
340,0.015151515151515152,2023,11,22,17,58
341,0.015151515151515152,2023,11,22,11,58
342,0.045454545454545456,2023,11,21,20,21
343,0.015151515151515152,2023,11,20,8,25
344,0.015151515151515152,2023,11,14,23,2
345,0.015151515151515152,2023,11,9,3,22
346,0.015151515151515152,2023,11,8,9,32
347,0.015151515151515152,2023,11,2,8,51
348,0.015151515151515152,2023,10,30,17,21
349,0.015151515151515152,2023,10,29,5,44
350,0.015151515151515152,2023,10,28,23,1
351,0.015151515151515152,2023,10,27,17,38
352,0.015151515151515152,2023,10,27,5,38
353,0.015151515151515152,2023,10,26,15,31
354,0.015151515151515152,2023,10,25,9,40
355,0.015151515151515152,2023,10,22,12,47
356,0.015151515151515152,2023,10,21,13,4
357,0.015151515151515152,2023,10,20,18,41
358,0.030303030303030304,2023,10,20,3,58
359,0.045454545454545456,2023,10,19,17,20
360,0.015151515151515152,2023,10,18,10,24
361,0.015151515151515152,2023,10,17,22,39
362,0.015151515151515152,2023,10,17,9,36
363,0.015151515151515152,2023,10,16,21,6
364,0.030303030303030304,2023,10,15,23,1
365,0.015151515151515152,2023,10,11,20,11
366,0.09090909090909091,2023,10,11,7,22
367,0.015151515151515152,2023,10,8,13,49
368,0.015151515151515152,2023,10,7,7,43
369,0.015151515151515152,2023,10,4,13,31
370,0.06060606060606061,2023,10,3,7,13
371,0.015151515151515152,2023,9,30,12,29
372,0.015151515151515152,2023,9,28,13,45
373,0.030303030303030304,2023,9,28,13,41
374,0.07575757575757576,2023,9,24,20,0
375,0.045454545454545456,2023,9,18,19,43
376,0.015151515151515152,2023,9,17,23,51
